time,AcX,AcY,GyZ
221,216,-496,87
266,284,-580,170
330,172,-268,158
351,144,-776,209
372,420,-632,207
394,508,64,172
414,296,-540,187
436,44,192,160
456,20,-1188,84
478,96,132,71
498,-92,276,112
520,92,-432,95
540,108,-1080,143
562,392,-500,126
582,236,-668,158
604,320,-532,140
624,120,-924,54
646,344,-852,78
666,320,-204,49
688,816,-1164,56
708,104,-384,91
730,368,-712,99
792,320,-928,133
814,236,-684,169
835,324,-1064,177
856,196,-596,219
877,184,-336,198
898,212,-588,215
919,548,-364,134
943,180,-548,176
964,52,-892,146
985,188,-476,143
1006,284,-572,123
1028,196,-604,177
1048,152,-860,202
1070,292,-736,197
1090,356,-600,182
1112,204,-828,193
1132,276,-512,235
1154,232,-384,190
1174,228,-508,199
1342,108,-268,139
1400,272,-532,53
1422,160,-428,49
1442,248,-580,49
1464,116,-388,69
1484,32,-420,85
1506,264,-488,50
1526,236,-540,55
1548,156,-544,58
1569,264,-480,48
1590,160,-420,73
1611,232,-448,59
1640,188,-528,65
1660,184,-468,56
1682,164,-472,46
1703,296,-488,62
1727,84,-508,66
1748,200,-512,54
3393,-180,-772,482
3415,-136,-648,526
3436,148,-904,565
3494,-372,-148,644
3515,272,-608,650
3536,-16,-556,684
3558,128,-284,672
3578,564,-736,595
3600,-116,356,196
3620,72,-488,426
3642,396,-496,387
3663,64,0,299
3684,492,-540,184
3705,516,-200,112
3726,668,-80,33
9508,588,3376,243
9530,392,600,52
9550,132,-1192,12
9572,84,-528,80
9592,232,-484,69
9614,176,-204,108
9634,128,44,86
9656,-160,-324,56
9714,64,-372,59
9735,176,-316,65
9756,48,-156,54
9780,108,-532,65
9801,116,-300,78
9822,100,-236,53
9843,156,-464,57
9864,28,-336,81
9885,92,-312,58
9906,72,-384,60
9927,-20,-292,56
9948,8,-372,73
9969,52,-276,78
9990,128,-328,66
10011,88,-424,75
10032,76,-344,78
10053,80,-360,87
10075,144,-276,74
10095,-52,-360,61
10117,44,-460,74
10175,124,-364,78
10195,224,-324,89
10217,224,-328,76
10238,184,-384,46
10272,80,-368,65
10294,124,-276,51
10314,152,-268,59
10336,132,-236,70
10356,104,-476,65
10378,48,-336,61
10399,100,-320,75
10423,168,-300,56
10444,68,-432,62
10466,32,-276,69
10486,184,-300,53
10508,20,-492,40
10528,204,-360,66
10550,188,-308,72
10571,64,-348,79
10592,84,-276,48
10651,64,-332,56
10673,212,-276,60
10693,164,-380,51
10715,120,-264,58
10735,156,-424,63
10757,60,-320,69
10778,32,-348,68
10799,132,-404,53
10820,104,-384,86
10841,20,-308,69
10862,168,-336,65
10884,108,-336,60
10904,180,-436,40
10926,184,-356,73
10946,172,-420,56
10968,184,-308,68
10989,28,-244,66
11010,76,-288,56
11031,104,-428,63
11049,104,-380,60
11114,196,-264,75
11136,36,-252,58
11156,36,-340,86
11177,36,-356,35
11199,152,-312,87
11219,192,-356,77
11241,8,-288,53
11261,212,-276,54
11283,172,-328,73
11303,184,-340,66
11325,84,-380,35
11346,132,-384,60
11367,84,-268,60
11388,280,-360,40
11410,132,-292,50
11430,148,-252,88
11452,92,-360,74
11485,232,-368,72
11506,116,-304,71
11527,180,-392,64
11586,44,-396,104
11607,76,-288,128
11628,68,-272,154
11649,72,-372,180
11670,140,-280,191
11692,148,-280,227
11715,140,-332,243
11737,68,-240,256
11757,28,-316,288
11779,120,-312,274
11800,168,-388,292
11821,48,-284,265
11842,64,-376,238
11864,144,-372,230
11884,168,-312,182
11906,124,-220,159
11927,248,-288,146
11948,184,-380,125
11969,136,-224,107
11991,184,-312,68
12049,28,-288,54
12070,76,-296,60
12091,48,-296,73
12112,128,-384,58
12133,96,-288,67
12154,128,-420,60
12176,136,-368,57
12196,132,-396,61
12218,68,-332,61
12239,176,-492,66
12260,128,-384,91
12281,88,-248,84
12302,168,-332,74
12326,-36,-436,68
12348,80,-300,48
12368,140,-364,81
12390,160,-372,55
12411,68,-360,73
12432,112,-288,49
12453,124,-352,63
12512,80,-384,91
12533,120,-396,60
12554,148,-244,80
12575,-12,-436,24
12597,60,-260,29
12617,-48,-296,-90
12639,444,-308,-219
12660,108,-244,-438
12681,36,4,-449
12715,-1008,-608,135
12735,-1180,-800,864
12756,-1136,-484,1696
12778,-1604,-316,2674
12800,-1700,-456,3723
12821,-1748,-436,4875
12841,-1596,-720,6038
12863,-1656,-652,7087
12884,-1840,-588,8219
12909,-1736,-840,9517
12931,-1660,-968,10631
12989,-1904,-1384,14122
13010,-2156,-1444,15437
13032,-2124,-1672,16804
13053,-2164,-2012,18270
13075,-2072,-2256,19683
13096,-2108,-2516,21110
13118,-2244,-3084,22523
13138,-2064,-3000,23921
13160,-1860,-3380,25301
13181,-1996,-3668,26683
13203,-2204,-4076,28094
13224,-2020,-3792,29371
13246,-1816,-5288,30858
13267,-1524,-5428,32134
13289,-1664,-5432,32767
13309,-1588,-5300,32767
13331,-1368,-5968,32767
13352,-728,-6680,32767
13374,-1536,-6520,32767
13399,-860,-6984,32767
13457,724,-6616,32767
13478,200,-6796,32767
13500,-88,-6792,32767
13521,36,-6556,32767
13542,380,-6448,32767
13563,596,-6584,32767
13585,408,-6740,32767
13606,212,-6440,32767
13628,40,-6108,32767
13648,368,-6500,32767
13670,576,-6764,32767
13691,324,-6624,32767
13713,220,-6316,32767
13733,276,-5840,32767
13755,576,-6112,32767
13776,404,-6244,32767
13798,332,-5896,32767
13818,372,-5880,32767
13840,384,-5768,32767
13861,256,-5872,32767
13921,316,-5712,32767
13965,220,-5708,32767
13986,336,-5684,32767
14008,428,-5636,32767
14029,272,-5584,32767
14050,148,-5564,32767
14071,144,-5608,32767
14093,352,-5524,32767
14114,360,-5528,32767
14136,240,-5500,32767
14156,456,-5556,32767
14178,320,-5468,32767
14199,200,-5636,32767
14221,272,-5456,32767
14242,292,-5472,32767
14263,216,-5452,32767
14284,192,-5572,32767
14306,300,-5512,32767
14327,268,-5552,32767
14348,356,-5432,32767
14408,308,-5504,32767
14430,436,-5476,32767
14450,336,-5504,32767
14475,268,-5472,32767
14496,276,-5428,32767
14518,240,-5360,32767
14538,324,-5348,32767
14560,452,-5508,32767
14581,312,-5544,32767
14603,192,-5428,32767
14623,184,-5272,32746
14645,352,-5468,32675
14666,360,-5260,32590
14688,392,-5320,32528
14708,344,-5232,32429
14730,332,-5336,32359
14751,368,-5276,32250
14773,396,-5256,32191
14793,172,-5216,32093
14815,316,-5140,32019
14873,320,-5136,31763
14895,316,-5152,31663
14916,320,-4864,31578
14938,308,-5036,31502
14958,136,-5016,31409
14983,188,-4988,31321
15004,160,-4816,31245
15026,288,-4772,31175
15047,72,-4852,31087
15068,68,-4784,30958
15089,204,-4688,30856
15111,312,-4852,30782
15143,236,-4556,30632
15165,252,-4628,30550
15186,376,-4556,30417
15207,220,-4692,30309
15228,292,-4472,30214
15250,240,-4472,30117
15271,320,-4432,30059
15292,220,-4548,29955
15350,300,-4420,29767
15371,220,-4388,29696
15392,268,-4452,29626
15414,260,-4236,29557
15435,236,-4264,29517
15456,344,-4268,29464
15477,244,-4304,29396
15499,308,-4308,29350
15523,184,-4400,29298
15545,152,-4172,29236
15565,340,-4192,29183
15587,260,-4124,29107
15608,200,-4200,29080
15629,328,-4104,28988
15650,244,-4176,28983
15672,324,-4180,28954
15693,284,-4232,28864
15714,204,-4164,28840
15735,256,-4196,28790
15757,304,-4076,28738
15815,316,-4172,28594
15836,264,-4200,28555
15857,368,-4080,28475
15879,248,-4032,28434
15900,200,-4096,28373
15922,284,-4092,28320
15942,256,-4084,28253
15964,244,-4088,28182
15985,172,-4000,28100
16007,440,-4020,28061
16030,376,-3964,27951
16052,376,-4000,27922
16073,392,-3904,27846
16095,280,-4000,27776
16115,276,-3952,27747
16137,292,-3952,27647
16158,256,-3948,27610
16180,156,-3916,27546
16201,320,-3848,27496
16222,296,-3848,27406
16280,308,-3880,27267
16301,320,-3948,27191
16322,216,-3796,27142
16344,272,-3792,27059
16376,264,-3860,26957
16398,240,-3764,26926
16418,208,-3772,26866
16440,208,-3704,26790
16461,96,-3748,26706
16483,80,-3712,26625
16504,92,-3552,26592
16525,268,-3648,26526
16549,320,-3584,26453
16571,268,-3696,26387
16592,116,-3664,26322
16613,304,-3672,26248
16634,276,-3440,26224
