time,AcX,AcY,GyZ
479,280,-420,57
503,-288,-2268,-146
525,136,1184,74
546,580,-864,60
609,176,-360,46
630,212,-508,76
661,444,-524,75
684,288,-672,34
704,168,-512,58
726,332,-428,60
746,320,-620,70
768,124,-464,48
788,268,-476,60
809,204,-420,68
830,108,-512,68
851,188,-380,70
872,156,-376,65
893,264,-536,52
914,316,-412,75
935,352,-412,62
956,192,-364,58
977,228,-320,27
998,308,-288,66
1019,340,-372,65
1040,304,-276,79
1103,264,-340,58
1124,180,-348,74
1145,248,-296,49
1166,284,-312,53
1190,244,-412,54
1212,236,-344,75
1232,164,-320,74
1254,188,-308,49
1274,208,-312,61
1296,332,-376,63
1316,252,-384,92
1338,280,-276,66
1358,276,-352,59
1380,164,-344,79
1401,224,-348,63
1422,348,-580,80
1443,-84,-40,64
1464,412,-180,64
1485,232,-336,68
1507,84,-148,62
1564,244,-280,62
1586,228,-336,37
1606,168,-132,59
1628,252,-424,73
1648,260,-276,72
1670,100,-288,68
1690,132,-324,73
1712,256,-296,67
1733,156,-252,63
1754,208,-300,64
1775,404,-400,76
1796,244,-292,67
1817,108,120,62
1841,96,-612,61
1870,108,-64,909
1891,384,-780,52
1912,196,-232,56
1933,72,-264,62
1954,212,-420,35
1975,232,-348,39
2033,332,-364,84
2054,340,-460,63
2075,152,-368,56
2096,288,-360,65
2117,404,-560,63
2138,-8,-172,56
2159,244,-668,45
2321,-956,-820,317
2342,480,3576,185
2363,1480,-2108,113
2384,-40,-140,38
2405,120,-1108,56
2426,-184,36,36
2448,92,-708,88
2468,340,-408,58
2490,204,-588,34
2510,356,-320,116
2532,-516,-208,75
2552,-1140,2308,676
2574,5124,-5948,1846
2636,-520,188,88
2658,1328,-1248,137
2678,112,-384,54
2700,232,-408,67
2720,292,-688,97
2742,108,-388,67
2762,84,-432,48
2784,324,-496,112
2805,360,-512,41
2826,360,-392,63
2847,256,-456,85
2868,128,-424,58
2889,132,-464,55
2910,256,-448,102
2931,392,-344,81
2952,352,-484,80
2973,264,-496,46
2995,360,-488,74
3015,312,-404,43
3037,156,-532,82
3100,252,-364,56
3122,256,-540,57
3142,380,-464,67
3164,196,-468,63
3184,156,-552,56
3206,160,-432,112
3226,336,-372,98
3248,196,-392,71
3277,220,-564,42
3301,184,-472,68
3322,228,-500,49
3343,244,-396,67
3364,356,-408,63
3386,168,-544,69
3406,440,-548,49
3428,212,-664,36
3448,24,-316,69
3470,132,-492,51
3490,396,-580,52
3512,-16,-428,73
3570,276,-476,69
3591,308,-604,77
3612,272,-532,76
3633,420,-460,72
3654,132,-184,82
3675,188,-380,61
3696,188,-608,49
3717,56,-204,78
3738,220,-412,47
3759,292,-512,40
3780,248,-592,66
3801,144,-468,71
3822,228,-588,63
3844,268,-464,83
3864,256,-492,79
3886,220,-504,74
3906,112,-440,56
3931,300,-520,74
3951,168,-384,63
3973,164,-488,63
4031,244,-472,77
4051,296,-412,54
4073,244,444,75
4093,600,-1004,13
4115,1724,-1184,147
4135,288,-624,47
4157,368,-536,72
4177,356,-256,66
4199,-128,-464,50
4220,496,-480,78
4241,308,-552,58
4262,252,-456,68
4283,80,-404,47
4304,348,-500,47
7385,-12,-472,76
7406,24,-124,62
7427,312,-480,84
7448,496,-844,83
7469,124,4,96
8891,132,492,182
8949,-108,-464,51
8982,592,160,13
9003,124,-364,43
